ciudad,calle
Resistencia,Pasaje peatonal Padre J. B. Grela
Resistencia,Pasaje Ángel Bustos
Resistencia,Pasaje Ángel D'Ambra
Resistencia,Pasaje Ángel Ibarra
Resistencia,Pasaje Ángela C. de Bouvier
Resistencia,Pasaje Ávalos
Resistencia,Pasaje Édison
Resistencia,Paseo Costanero del Río Negro
Resistencia,Pasillo Ex Vías del Ferrocarril Santa Fe
Resistencia,Paso de la Patria
Resistencia,Peatonal Armada Argentina
Resistencia,Peatonal Bahía Agradable
Resistencia,Peatonal Bahía San Felipe
Resistencia,Peatonal Bahía San Julián
Resistencia,Peatonal Bahía Santa Eufemia
Resistencia,Peatonal Bahía de Ruiz Puent
Resistencia,Peatonal Bahía de San Francisco
Resistencia,Peatonal Bahía de la Anunciación
Resistencia,Peatonal Bahía de la Cruzada
Resistencia,Peatonal Cabo Corrientes
Resistencia,Peatonal Canal Colón
Resistencia,Peatonal Crucero Belgrano
Resistencia,Peatonal Dos Lomas
Resistencia,Peatonal Ejército Argentino
Resistencia,Peatonal Ensenada del Norte
Resistencia,Peatonal Estrecho de San Carlos
Resistencia,Peatonal Gaucho Rivero
Resistencia,Peatonal Isla Culebra
Resistencia,Peatonal Isla Goicoechea
Resistencia,Peatonal Isla Los Hermanos
Resistencia,Peatonal Isla Pan de Azúcar
Resistencia,Peatonal Isla Pelada
Resistencia,Peatonal Isla Remolinos
Resistencia,Peatonal Isla San Jorge
Resistencia,Peatonal Isla Soledad
Resistencia,Peatonal Isla Vigía
Resistencia,Peatonal Isla de Borbón
Resistencia,Peatonal Isla del Pasaje
Resistencia,Peatonal Juan Domingo Perón
Resistencia,Peatonal Nueve de Julio
Resistencia,Peatonal Operación Cóndor
Resistencia,Peatonal Pucará
Resistencia,Peatonal Puente Pacheco
Resistencia,Peatonal Puerto Argentino
Resistencia,Peatonal Soldado J. C. Ávalos
Resistencia,Pedro Freschi
Resistencia,Pedro Olazábal
Resistencia,Pellegrini
Resistencia,Pereyra
Resistencia,Pericón
Resistencia,Perímetro Aeropuerto de Resistencia
Resistencia,Perú
Resistencia,Piedras
Resistencia,Pilagá
Resistencia,Policía de Territorios
Resistencia,Posadas
Resistencia,Primera Junta
Resistencia,Primero de Mayo
Resistencia,Profesor Alejandro Portela
Resistencia,Puente San Fernando
Resistencia,Puente peatonal
Resistencia,Puerto Palos
Resistencia,Puerto Tirol
Resistencia,Puerto Vélaz
Resistencia,Pueyrredón
Resistencia,Pureza
Resistencia,Pío XII
Resistencia,Quebracho
Resistencia,Quitilipi
Resistencia,Quito
Resistencia,R. E. Gorebert
Resistencia,Rafael Obligado
Resistencia,Rampa
Resistencia,Rampa de acceso
Resistencia,Ramón Castilla
Resistencia,Ramón Castro
Resistencia,Ramón Vázquez
Resistencia,Ramón de las Mercedes Tissera
Resistencia,Rancho Porá
Resistencia,Raúl B. Díaz
Resistencia,Remedios de Escalada
Resistencia,Remigio Borque
Resistencia,Rene James Sotelo
Resistencia,René James Sotelo
Resistencia,República Dominicana
Resistencia,República de Israel
Resistencia,Riacho Carolí
Resistencia,Riacho Iné
Resistencia,Ricardo López Jordán
Resistencia,Ricardo Rojas
Resistencia,Rita Agote de Sustaita
Resistencia,Rita Waisman
Resistencia,Roberto Mora
Resistencia,Rodolfo Gabardini
Resistencia,Roger Balet
Resistencia,Roque Sáenz Peña
Resistencia,Rosa Címbaro
Resistencia,Rosa Guarú
Resistencia,Rotonda Italia y Rissione
Resistencia,Rotonda Las Heras y Castelli
Resistencia,Rotonda Nicolás Avellaneda y Sabín
Resistencia,Rotonda de Villa Monona
Resistencia,Rubén Di Palma
Resistencia,Ruta Nacional 11
Resistencia,Río Guaycurú
Resistencia,Río Negro
Resistencia,Río Tapenagá
Resistencia,Río Tatané
Resistencia,Río Teuco
Resistencia,Río Tragadero
Resistencia,Río de Oro
Resistencia,Saavedra
Resistencia,Salta
Resistencia,Samuhú
Resistencia,San Andrés
Resistencia,San Bartolomé
Resistencia,San Bernardo
Resistencia,San Buenaventura del Monte Alto
Resistencia,San Carlos de Bariloche
Resistencia,San Felipe
Resistencia,San Fernando
Resistencia,San Francisco Solano
Resistencia,San Juan
Resistencia,San Judas Tadeo
Resistencia,San Lorenzo
Resistencia,San Luis
Resistencia,San Mateo
Resistencia,San Matías
Resistencia,San Pablo
Resistencia,San Pedro
Resistencia,San Roque
Resistencia,San Salvador
Resistencia,San Simón
Resistencia,Santa Clara de Asís
Resistencia,Santa Cruz
Resistencia,Santa Fe
Resistencia,Santa María de Oro
Resistencia,Santa Sylvina
Resistencia,Santiago Apóstol
Resistencia,Santiago de Liniers
Resistencia,Santiago del Estero
Resistencia,Santo Tomás
Resistencia,Santo Tomé
Resistencia,Sargento Cabral
Resistencia,Saúl Ubaldini
Resistencia,Seitor
Resistencia,Senda
Resistencia,Senda peatonal
Resistencia,Sicas
Resistencia,Sierras de Córdoba
Resistencia,Silvano Dante
Resistencia,Simeón Borda
Resistencia,Simón Bolívar
Resistencia,Sixto Laconich
Resistencia,Soldado Aguilera
Resistencia,Soldado Almonacid
Resistencia,Soraida Áucar
Resistencia,Sudestada
Resistencia,Suiza
Resistencia,Taco Pozo
Resistencia,Tacuarí
Resistencia,Tapir
Resistencia,Tatú Carreta
Resistencia,Teniente Mayor Origone
Resistencia,Teodoro Fels
Resistencia,Thomas Jefferson
Resistencia,Tierra del Fuego
Resistencia,Toba
Resistencia,Tomás Arce
Resistencia,Torcaza
Resistencia,Tordo
Resistencia,Tres Carabelas
Resistencia,Triunfo
Resistencia,Triunvirato
Resistencia,Tránsito Cocomarola
Resistencia,Tucán
Resistencia,Tuyutí
Resistencia,Uriburu
Resistencia,Uruguay
Resistencia,Urunday
Resistencia,Ushuaia
Resistencia,Valdepeñas
Resistencia,Valle de la Luna
Resistencia,Veinte de Junio
Resistencia,Venezuela
Resistencia,Verdad
Resistencia,Viceomodoro Olezza
Resistencia,Victoria Ocampo
Resistencia,Victorio Pereyra
Resistencia,Viento Norte
Resistencia,Villa Berthet
Resistencia,Villa Carlos Paz
Resistencia,Villa Río Bermejito
Resistencia,Villa Ángela
Resistencia,Viraró
Resistencia,Virgen del Valle
Resistencia,Virgilio Mira
Resistencia,Víctor Benítez
Resistencia,Wilde
Resistencia,Yaguareté
Resistencia,Yolanda P. de Elizondo
Resistencia,Zacarías
Resistencia,Zamba
Resistencia,Zonda
Resistencia,Zorzal
Resistencia,tierr
Resistencia,Álvarez Jonte
Resistencia,Ángel Busto
Resistencia,Ángel D'Ambra
Resistencia,Ángel Vicente Peñaloza
Resistencia,Ángela C. de Bouvier
Resistencia,Ástor Piazzolla
